"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1989",44.650639,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1991",44.127056,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1993",47.159046,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1994",49.802025,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1995",44.935852,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1997",46.695274,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1998",43.955959,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","1999",42.610085,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2000",41.212311,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2001",41.076141,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2002",39.050316,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2003",37.519817,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2004",35.879036,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2005",34.967968,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2006",33.289845,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2007",31.816732,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.064018,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2009",28.972523,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2010",26.792744,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2011",25.922543,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2012",23.563389,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2013",24.28443,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2014",22.895836,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.980896,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2016",20.067352,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2017",19.012659,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2018",18.108641,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2019",17.132658,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2020",16.244976,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2021",15.46888,
"AUS","EDUADULT","BUPPSRY","PC_25_64","A","2022",14.760603,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2004",23.66626,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2005",23.055067,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2006",19.871609,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2007",20.062889,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2008",19.120087,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2009",18.354979,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2010",17.647495,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2011",17.636829,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2012",17.08353,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2013",17.028002,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2014",16.143999,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2015",15.351305,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2016",15.471591,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2017",15.037577,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2018",14.702526,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2019",14.435863,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2020",14.341329,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2021",14.060361,
"AUT","EDUADULT","BUPPSRY","PC_25_64","A","2022",14.052697,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1989",62.723583,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1991",56.83075,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1992",54.736912,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1994",50.637184,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","1995",46.545418,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2000",41.47678,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2001",40.536442,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2002",39.196617,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2003",37.952141,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2004",35.708241,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2005",33.903755,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2006",33.057926,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2007",32.046577,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2008",30.423817,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2009",29.427107,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2010",29.500488,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2011",28.733294,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2012",28.356371,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2013",27.241648,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2014",26.44935,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2015",25.322903,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2016",24.905834,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2017",23.202787,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2018",21.773218,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2019",21.313864,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2020",20.218918,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2021",18.473303,
"BEL","EDUADULT","BUPPSRY","PC_25_64","A","2022",17.56086,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1981",38.953987,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1990",31.034004,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1991",29.99659,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1992",28.664516,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1993",26.689636,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1994",26.150627,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1995",24.862947,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1996",23.648046,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1997",22.245962,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1998",21.320238,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","1999",20.417206,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2000",19.332481,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2001",18.011751,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2002",17.321903,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2003",16.267523,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2004",15.686501,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2005",14.816504,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2006",14.457152,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2007",13.494848,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2008",13.003522,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2009",12.468069,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2010",11.736887,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2011",11.368477,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2012",11.035321,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2013",10.45779,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2014",10.011459,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2015",9.5978909,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2016",9.3911886,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2017",8.8729382,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2018",8.3779144,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2019",8.1420355,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2020",7.5580816,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2021",6.9325643,
"CAN","EDUADULT","BUPPSRY","PC_25_64","A","2022",6.8401341,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1994",17.259413,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1995",16.634739,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1997",15.044655,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1998",14.660916,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","1999",13.955545,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2000",14.05798,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2001",13.791635,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2002",12.072922,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2003",13.580705,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2004",10.923604,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2005",10.074598,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2006",9.7202902,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2007",9.4652252,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2008",9.096694,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2009",8.5971041,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2010",8.0573692,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2011",7.6677351,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2012",7.5491762,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2013",7.1797996,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2014",6.8099089,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2015",6.841207,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2016",6.5732007,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2017",6.2063141,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2018",6.1394086,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2019",6.2475748,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2020",5.9468889,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2021",5.5797949,
"CZE","EDUADULT","BUPPSRY","PC_25_64","A","2022",5.5545783,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1981",49.742344,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1988",42.824944,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1991",38.506348,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1992",41.092419,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1994",40.017136,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1995",34.520378,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1998",21.488886,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","1999",20.368582,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2000",20.218884,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2001",19.33378,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2002",18.908283,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2003",19.446814,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2004",18.778183,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2005",18.983217,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2006",18.359888,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2007",25.721992,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2008",24.899332,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2009",24.137625,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2010",23.289925,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2011",22.021439,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2012",21.165937,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2013",20.812916,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2014",20.446318,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2015",20.280628,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2016",19.726067,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2017",19.052462,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2018",18.940752,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2019",18.410515,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2020",18.64369,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2021",17.887573,
"DNK","EDUADULT","BUPPSRY","PC_25_64","A","2022",18.204699,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2000",26.837576,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2003",23.959745,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2004",22.375042,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2005",21.212481,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2006",20.363401,
"FIN","EDUADULT","BUPPSRY","PC_25_64","A","2007",19.490316,
